"","accession","organism","taxon_id"
"2285","Q96C01","Homo sapiens",9606
"2286","Q13838","Homo sapiens",9606
"2287","Q16543","Homo sapiens",9606
"2288","Q06265","Homo sapiens",9606
"2289","P31949","Homo sapiens",9606
"2290","Q13011","Homo sapiens",9606
"2291","P40054","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2292","P54687","Homo sapiens",9606
"2293","P30154","Homo sapiens",9606
"2294","Q969U7","Homo sapiens",9606
"2295","P11413","Homo sapiens",9606
"2296","O75694","Homo sapiens",9606
"2297","P53618","Homo sapiens",9606
"2298","Q8N8A6","Homo sapiens",9606
"2299","Q6Q546","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2300","P38791","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2301","Q5JTJ3","Homo sapiens",9606
"2302","B4DXR9","Homo sapiens",9606
"2303","Q8IYB9","Homo sapiens",9606
"2304","Q8TB69","Homo sapiens",9606
"2305","P00815","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2306","P69905","Homo sapiens",9606
"2307","Q14137","Homo sapiens",9606
"2308","P10599","Homo sapiens",9606
"2309","P11142","Homo sapiens",9606
"2310","Q13643","Homo sapiens",9606
"2311","P00729","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2312","Q9BZL1","Homo sapiens",9606
"2313","O14929","Homo sapiens",9606
"2314","Q9H832","Homo sapiens",9606
"2315","Q9BYX7","Homo sapiens",9606
"2316","P62280","Homo sapiens",9606
"2317","Q8WVD3","Homo sapiens",9606
"2318","P39687","Homo sapiens",9606
"2319","Q9BTT0","Homo sapiens",9606
"2320","Q9BVP2","Homo sapiens",9606
"2321","P50897","Homo sapiens",9606
"2322","P46459","Homo sapiens",9606
"2323","P32481","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2324","Q96F44","Homo sapiens",9606
"2325","P49790","Homo sapiens",9606
"2326","Q9NRG9","Homo sapiens",9606
"2327","Q9H773","Homo sapiens",9606
"2328","Q9NX63","Homo sapiens",9606
"2329","P23246","Homo sapiens",9606
"2330","Q15274","Homo sapiens",9606
"2331","Q02046","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2332","P17812","Homo sapiens",9606
"2333","P54783","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2334","P41057","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2335","P41058","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2336","P43243","Homo sapiens",9606
"2337","Q96DI7","Homo sapiens",9606
"2338","Q13501","Homo sapiens",9606
"2339","P14324","Homo sapiens",9606
"2340","Q13148","Homo sapiens",9606
"2341","P30050","Homo sapiens",9606
"2342","P53582","Homo sapiens",9606
"2343","Q9NY12","Homo sapiens",9606
"2344","Q99798","Homo sapiens",9606
"2345","Q9P0L0","Homo sapiens",9606
"2346","Q7RTV0","Homo sapiens",9606
"2347","P43304","Homo sapiens",9606
"2348","O60888","Homo sapiens",9606
"2349","P51580","Homo sapiens",9606
"2350","P08566","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2351","Q8TEQ6","Homo sapiens",9606
"2352","P53849","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2353","Q6XQN6","Homo sapiens",9606
"2354","Q96R06","Homo sapiens",9606
"2355","Q9BW27","Homo sapiens",9606
"2356","Q9BXP5","Homo sapiens",9606
"2357","P0A7V0","Escherichia coli (strain K12)",83333
"2358","Q07866","Homo sapiens",9606
"2359","P0A6A3","Escherichia coli (strain K12)",83333
"2360","Q08273","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2361","Q13243","Homo sapiens",9606
"2362","P32568","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2363","Q13630","Homo sapiens",9606
"2364","P42126","Homo sapiens",9606
"2365","Cont_A2I7N3",NA,NA
"2366","O75494","Homo sapiens",9606
"2367","P38075","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2368","P32561","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2369","Q5H9R7","Homo sapiens",9606
"2370","Q13206","Homo sapiens",9606
"2371","P00962","Escherichia coli (strain K12)",83333
"2372","Q9Y266","Homo sapiens",9606
"2373","Q12118","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2374","Q04336","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2375","Cont_P02769",NA,NA
"2376","Q08412","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2377","P11021","Homo sapiens",9606
"2378","P18669","Homo sapiens",9606
"2379","Q8NAV1","Homo sapiens",9606
"2380","O75323","Homo sapiens",9606
"2381","Q9H078","Homo sapiens",9606
"2382","P11177","Homo sapiens",9606
"2383","Q9UNX4","Homo sapiens",9606
"2384","P38707","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2385","P31688","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2386","P32352","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2387","Q9H9Y6","Homo sapiens",9606
"2388","Q9P2E9","Homo sapiens",9606
"2389","P49406","Homo sapiens",9606
"2390","O15173","Homo sapiens",9606
"2391","P02656","Homo sapiens",9606
"2392","P38205","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2393","P38250","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2394","P31382","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2395","P05374","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2396","Q9Y6E2","Homo sapiens",9606
"2397","Q5UIP0","Homo sapiens",9606
"2398","Cont_Q3SZV7",NA,NA
"2399","P17883","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2400","P32621","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2401","Q14139","Homo sapiens",9606
"2402","P20042","Homo sapiens",9606
"2403","P0AC41","Escherichia coli (strain K12)",83333
"2404","P38221","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2405","P0ADU5","Escherichia coli (strain K12)",83333
"2406","P30101","Homo sapiens",9606
"2407","P49454","Homo sapiens",9606
"2408","Q9UFC0","Homo sapiens",9606
"2409","Q96A65","Homo sapiens",9606
"2410","P0A825","Escherichia coli (strain K12)",83333
"2411","P51151","Homo sapiens",9606
"2412","P18085","Homo sapiens",9606
"2413","P39078","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2414","P08997","Escherichia coli (strain K12)",83333
"2415","Q8TDP1","Homo sapiens",9606
"2416","Q86UP2","Homo sapiens",9606
"2417","P62805","Homo sapiens",9606
"2418","P40515","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2419","Q05016","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2420","Q9BZZ5","Homo sapiens",9606
"2421","Q9BXL5","Homo sapiens",9606
"2422","O75794","Homo sapiens",9606
"2423","Q8N6M0","Homo sapiens",9606
"2424","Q8IWV8","Homo sapiens",9606
"2425","P42285","Homo sapiens",9606
"2426","Q9Y508","Homo sapiens",9606
"2427","Q9H3P7","Homo sapiens",9606
"2428","Q06546","Homo sapiens",9606
"2429","Q8N684","Homo sapiens",9606
"2430","Q9NUY8","Homo sapiens",9606
"2431","Q9UI26","Homo sapiens",9606
"2432","Q7L576","Homo sapiens",9606
"2433","P37235","Homo sapiens",9606
"2434","P30876","Homo sapiens",9606
"2435","Q9H6T3","Homo sapiens",9606
"2436","Q9Y4R8","Homo sapiens",9606
"2437","P15873","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2438","P53235","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2439","Q15545","Homo sapiens",9606
"2440","O95159","Homo sapiens",9606
"2441","Q8N392","Homo sapiens",9606
"2442","P53834","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2443","Q9NYJ1","Homo sapiens",9606
"2444","Q07666","Homo sapiens",9606
"2445","P27797","Homo sapiens",9606
"2446","P32790","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2447","O15144","Homo sapiens",9606
"2448","P07195","Homo sapiens",9606
"2449","P14625","Homo sapiens",9606
"2450","P60624","Escherichia coli (strain K12)",83333
"2451","Cont_Q28178",NA,NA
"2452","P32179","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2453","P38606","Homo sapiens",9606
"2454","Q03104","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2455","P38934","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2456","Q06151","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2457","P37802","Homo sapiens",9606
"2458","O95167","Homo sapiens",9606
"2459","Q14019","Homo sapiens",9606
"2460","O96019","Homo sapiens",9606
"2461","O00267","Homo sapiens",9606
"2462","Q02725","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2463","P22147","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2464","Q9NRY5","Homo sapiens",9606
"2465","P0A6T1","Escherichia coli (strain K12)",83333
"2466","P15424","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2467","P17505","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2468","Q12754","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2469","P0A786","Escherichia coli (strain K12)",83333
"2470","Q8IX90","Homo sapiens",9606
"2471","P26754","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2472","P53999","Homo sapiens",9606
"2473","Q8IUF8","Homo sapiens",9606
"2474","Q96EY1","Homo sapiens",9606
"2475","P51397","Homo sapiens",9606
"2476","Q15370","Homo sapiens",9606
"2477","Q96S82","Homo sapiens",9606
"2478","P48510","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2479","P55196","Homo sapiens",9606
"2480","Q13426","Homo sapiens",9606
"2481","P23497","Homo sapiens",9606
"2482","P05030","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2483","P14927","Homo sapiens",9606
"2484","P08195","Homo sapiens",9606
"2485","P40019","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2486","P07170","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2487","P69441","Escherichia coli (strain K12)",83333
"2488","Q8TC07","Homo sapiens",9606
"2489","P49334","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2490","Q96J01","Homo sapiens",9606
"2491","P63279","Homo sapiens",9606
"2492","Q8IX12","Homo sapiens",9606
"2493","P31384","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2494","Q9Y223","Homo sapiens",9606
"2495","O75607","Homo sapiens",9606
"2496","Q99757","Homo sapiens",9606
"2497","Q1KMD3","Homo sapiens",9606
"2498","P33176","Homo sapiens",9606
"2499","O60828","Homo sapiens",9606
"2500","P09884","Homo sapiens",9606
"2501","P38845","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2502","P50454","Homo sapiens",9606
"2503","P51149","Homo sapiens",9606
"2504","P23396","Homo sapiens",9606
"2505","O94822","Homo sapiens",9606
"2506","Q13485","Homo sapiens",9606
"2507","Q96SB8","Homo sapiens",9606
"2508","Q9H871","Homo sapiens",9606
"2509","P36046","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2510","Q9BVL2","Homo sapiens",9606
"2511","P54730","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2512","Q9UPN7","Homo sapiens",9606
"2513","P20073","Homo sapiens",9606
"2514","Q5VZL5","Homo sapiens",9606
"2515","Q6DKK2","Homo sapiens",9606
"2516","P25617","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2517","P09001","Homo sapiens",9606
"2518","P31751","Homo sapiens",9606
"2519","Q9H583","Homo sapiens",9606
"2520","Q9NV96","Homo sapiens",9606
"2521","P49591","Homo sapiens",9606
"2522","Q9NRN7","Homo sapiens",9606
"2523","Q9NSE4","Homo sapiens",9606
"2524","P32911","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2525","Cont_P15497",NA,NA
"2526","P82673","Homo sapiens",9606
"2527","Q8ND56","Homo sapiens",9606
"2528","Q6PI48","Homo sapiens",9606
"2529","P39976","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2530","P32792","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2531","P27298","Escherichia coli (strain K12)",83333
"2532","O75521","Homo sapiens",9606
"2533","Q13283","Homo sapiens",9606
"2534","P35845","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2535","P23642","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2536","Q12122","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2537","Cont_P34955",NA,NA
"2538","Q3YEC7","Homo sapiens",9606
"2539","Q9H6W3","Homo sapiens",9606
"2540","Q9NR46","Homo sapiens",9606
"2541","Q8WUA2","Homo sapiens",9606
"2542","P31412","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2543","P07280","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2544","P07281","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2545","P36060","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2546","O75475","Homo sapiens",9606
"2547","A4D1E9","Homo sapiens",9606
"2548","P06744","Homo sapiens",9606
"2549","Q9UIF9","Homo sapiens",9606
"2550","P41940","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2551","P23284","Homo sapiens",9606
"2552","O43447","Homo sapiens",9606
"2553","P53691","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2554","Q9Y3C6","Homo sapiens",9606
"2555","Q13427","Homo sapiens",9606
"2556","P32558","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2557","P04079","Escherichia coli (strain K12)",83333
"2558","P13667","Homo sapiens",9606
"2559","O75489","Homo sapiens",9606
"2560","P39007","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2561","P43366","Homo sapiens",9606
"2562","Q9UKL0","Homo sapiens",9606
"2563","P38912","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2564","Q9UL03","Homo sapiens",9606
"2565","P55081","Homo sapiens",9606
"2566","Q04773","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2567","P31116","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2568","Q14240","Homo sapiens",9606
"2569","P22213","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2570","Q96GG9","Homo sapiens",9606
"2571","P36136","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2572","P40517","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2573","P39522","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2574","P30040","Homo sapiens",9606
"2575","Q9P2I0","Homo sapiens",9606
"2576","Q15397","Homo sapiens",9606
"2577","Q96SI9","Homo sapiens",9606
"2578","O43137","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2579","Q14331","Homo sapiens",9606
"2580","Q10570","Homo sapiens",9606
"2581","O43852","Homo sapiens",9606
"2582","Q04206","Homo sapiens",9606
"2583","P07602","Homo sapiens",9606
"2584","P11717","Homo sapiens",9606
"2585","P32861","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2586","P0A9B2","Escherichia coli (strain K12)",83333
"2587","Q13547","Homo sapiens",9606
"2588","Q92769","Homo sapiens",9606
"2589","Q9H4M9","Homo sapiens",9606
"2590","Q96NT0","Homo sapiens",9606
"2591","P35226","Homo sapiens",9606
"2592","P51570","Homo sapiens",9606
"2593","Q9UBS4","Homo sapiens",9606
"2594","Q9NZN4","Homo sapiens",9606
"2595","O60884","Homo sapiens",9606
"2596","P19414","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2597","Q15633","Homo sapiens",9606
"2598","P06208","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2599","P32368","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2600","O94925","Homo sapiens",9606
"2601","Q92504","Homo sapiens",9606
"2602","Q9H089","Homo sapiens",9606
"2603","Q08752","Homo sapiens",9606
"2604","O75419","Homo sapiens",9606
"2605","P12945","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2606","P61964","Homo sapiens",9606
"2607","P19358","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2608","Q12025","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2609","Q6NZY4","Homo sapiens",9606
"2610","Q07955","Homo sapiens",9606
"2611","P43621","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2612","Q8TAF3","Homo sapiens",9606
"2613","Q9H501","Homo sapiens",9606
"2614","P00441","Homo sapiens",9606
"2615","P49257","Homo sapiens",9606
"2616","Q5T9A4","Homo sapiens",9606
"2617","P43590","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2618","Q9BWE0","Homo sapiens",9606
"2619","P0ABB0","Escherichia coli (strain K12)",83333
"2620","Q9NXF7","Homo sapiens",9606
"2621","P07278","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2622","Q8N5C7","Homo sapiens",9606
"2623","P13298","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2624","P39451","Escherichia coli (strain K12)",83333
"2625","Q15287","Homo sapiens",9606
"2626","Q05123","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2627","Q8WUH6","Homo sapiens",9606
"2628","Q969S3","Homo sapiens",9606
"2629","O43402","Homo sapiens",9606
"2630","Q9Y295","Homo sapiens",9606
"2631","P20839","Homo sapiens",9606
"2632","P38272","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2633","Q16774","Homo sapiens",9606
"2634","P0A7R1","Escherichia coli (strain K12)",83333
"2635","P32795","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2636","O95721","Homo sapiens",9606
"2637","Q99567","Homo sapiens",9606
"2638","Cont_P63103",NA,NA
"2639","P63104","Homo sapiens",9606
"2640","P36969","Homo sapiens",9606
"2641","Q12191","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2642","P32787","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2643","Q15024","Homo sapiens",9606
"2644","P00360","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2645","P03872","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2646","P33240","Homo sapiens",9606
"2647","P23538","Escherichia coli (strain K12)",83333
"2648","P35691","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2649","P0A858","Escherichia coli (strain K12)",83333
"2650","Q9UPN9","Homo sapiens",9606
"2651","Q5VV42","Homo sapiens",9606
"2652","Cont_Q28107",NA,NA
"2653","O95453","Homo sapiens",9606
"2654","P12956","Homo sapiens",9606
"2655","P38144","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2656","O14965","Homo sapiens",9606
"2657","P49841","Homo sapiens",9606
"2658","P49840","Homo sapiens",9606
"2659","Q15418","Homo sapiens",9606
"2660","Q13868","Homo sapiens",9606
"2661","Q7Z5L9","Homo sapiens",9606
"2662","P38737","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2663","Q9C0D3","Homo sapiens",9606
"2664","Q9UNW1","Homo sapiens",9606
"2665","P40471","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2666","Q7L1Q6","Homo sapiens",9606
"2667","Q06787","Homo sapiens",9606
"2668","P28495","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2669","P54860","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2670","Q9UNE7","Homo sapiens",9606
"2671","P62753","Homo sapiens",9606
"2672","P07464","Escherichia coli (strain K12)",83333
"2673","Q06252","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2674","P07246","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2675","Q9NTJ3","Homo sapiens",9606
"2676","P53261","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2677","Q14CX7","Homo sapiens",9606
"2678","Q14694","Homo sapiens",9606
"2679","Q99257","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2680","P62854","Homo sapiens",9606
"2681","P0AG86","Escherichia coli (strain K12)",83333
"2682","Q9BTC8","Homo sapiens",9606
"2683","Q6P3X3","Homo sapiens",9606
"2684","Q5T6V5","Homo sapiens",9606
"2685","Q7L2J0","Homo sapiens",9606
"2686","P16083","Homo sapiens",9606
"2687","P47018","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2688","Q5TFE4","Homo sapiens",9606
"2689","Q13155","Homo sapiens",9606
"2690","P42330","Homo sapiens",9606
"2691","P04076","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2692","P16615","Homo sapiens",9606
